非法仿冒券商和投资咨询机构黑名单	中国证券业协会	中国证券业协会	2020年第7期	https://www.sac.net.cn/tzgg/201910/t20191029_140511.html	bad_website
非法仿冒券商和投资咨询机构黑名单	中国证券业协会	中国证券业协会	2020年第6期	https://www.sac.net.cn/tzgg/201909/t20190912_140110.html	bad_website
非法仿冒券商和投资咨询机构黑名单	中国证券业协会	中国证券业协会	2020年第5期	https://www.sac.net.cn/tzgg/201908/t20190812_139708.html	bad_website
药品质量抽检不合格名单	国家药品管理局	国家药品管理局		http://so.kaipuyun.cn/s?q=1&qt=%E5%90%8D%E5%8D%95&pageSize=10&sort=dateDesc&database=all&siteCode=bm35000001&docQt=&page=5	medicine_blacklist
首批房产中介黑名单	25省市房地产中介协会	深圳房产信息网	20200528	http://news.szhome.com/338103.html	无法识别图片
第二批批房产中介黑名单	27省市房地产中介协会	网易新闻	20200714	https://3g.163.com/house/article/FHL73QCA00078224.html	无法识别图片
首次发布环评信用平台失信黑名单	生态环境部	新华信用	20200708	https://m.credit100.com/xhxy/c/2020-07-21/624567.shtml?title=%E6%96%B0%E5%8D%8E%E4%BF%A1%E7%94%A8-%E4%BF%A1%E7%94%A8%E5%A4%B4%E6%9D%A1&from=groupmessage&isappinstalled=0	environment_blacklist
全国人力资源诚信服务示范机构候选名单	人力资源和社会保障部	诚信苏州公众号	20200707	https://mp.weixin.qq.com/s/ODgW4cUU6QZvngW8VpIktQ	rlzycxfw
银行涉企违规收费名单	中国银行保险监督管理委员会	中国银保监会公众号	2020第6期	https://mp.weixin.qq.com/s/qNsQmC4fN9S1mbsAA3OdiQ	YHWGSQSFAL
重大违法违规股东名单	中国银行保险监督管理委员会	中国银保监会公众号	20200704	https://mp.weixin.qq.com/s/VMr3X1g_psMkcze_6Vlj6Q	zdwfwggdmd
非法从事场外配资平台名单	中国证券监督管理委员会	证监会发布公众号	20200708	https://mp.weixin.qq.com/s/lXA6wFetZsMzWPuWQ1JPvA	cwpzpt
2019年度安全诚信航运公司候选名单	中华人民共和国海事局	中华人民共和国海事局	20200729	https://www.msa.gov.cn/page/article.do?articleId=423B298D-156B-42FB-A02C-B73E9DD349A9	aqcxhkgshxmd
拖欠农民工工资“黑名单”	人社部	人社部劳动保障监察局	2020年第2批	http://www.mohrss.gov.cn/SYrlzyhshbzb/dongtaixinwen/buneiyaowen/202007/t20200730_381374.html	NMG
